model,sentence,predicted_label,original_label,is_correct,intent_count
Llama-1B,"I need a flight from San Francisco to Pittsburgh, from Pittsburgh to New York, and then New York to San Francisco; please give me the flight times for the morning on United Airlines for September twentieth from Philadelphia to San Francisco, and show me airlines with flights from Denver to Boston with a stop in Philadelphia.","(atis_flight, atis_flight_time, atis_airline)","(atis_flight, atis_flight_time, atis_airline)",1,3
Llama-1B,"I need to fly from Baltimore to Dallas on Tuesday evening, so show me all prices of economy from Baltimore to Dallas and all flights and fares from Pittsburgh to Dallas round trip after 12 pm for less than 1100 dollars.","(atis_airfare, atis_flight)","(atis_flight, atis_airfare, atis_flight#atis_airfare)",0,3
Llama-1B,Please list the flight times from Pittsburgh to Newark and show me all the flights from Columbus to Baltimore.,"(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,Show me all flights to Baltimore after 6 PM and what is the cheapest fare from Baltimore to Dallas in any class.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, all flights and fares from dallas,(atis_airfare),(atis_flight#atis_airfare),0,1
Llama-1B,"Could you tell me which is the flight number for the US Air flight from Philadelphia to Boston, is it 279 or 137338, while also letting me know what flights leave Atlanta and arrive in Philadelphia around 5 o'clock?","(atis_flight_no, atis_flight)","(atis_flight_no, atis_flight)",1,2
Llama-1B,"What airlines have flights from Boston to Philadelphia that leave before 6:30 AM, show me fares from Philadelphia to San Francisco on Thursday morning, and show me flights Monday night after 8 PM for Dallas to Boston.","(atis_airline, atis_airfare, atis_flight)","(atis_airline, atis_airfare, atis_flight)",1,3
Llama-1B,"What airline besides Continental flies between Boston and Denver, and what are the flights from Boston to Atlanta?","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,I'll try last time to find a first class flight on American to San Francisco on Tuesday next week while you tell me the kind of aircraft United Airlines flies from Denver to San Francisco before 10 o'clock in the morning.,"(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B,I would like the least expensive airfare flight on Sunday to Pittsburgh from San Francisco while also wanting a flight between Oakland and Boston that arrives before 5 PM.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, how far from the airport in the dallas fort worth airport is dallas,(atis_distance),(atis_distance),1,1
Llama-1B,"Is there an Atlanta flight to Denver connecting, and please give me ground transportation information for Denver.","(atis_flight, atis_ground_service)","(atis_flight, atis_ground_service)",1,2
Llama-1B,Please show me all airlines with Sunday flights from Philadelphia to Denver and tell me the least expensive way to fly from Philadelphia to San Francisco.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B, id like to arrange for two friends to fly into los angeles next saturday evening one of the people is coming from kansas city and the other is coming from las vegas,(atis_flight),(atis_flight),1,1
Llama-1B,Show me the fare for US flight 3357 from Philadelphia to Baltimore and show all airlines with flights between Denver and Dallas.,"(atis_airfare, atis_airline)","(atis_airfare, atis_airline)",1,2
Llama-1B, i need a flight from kansas city to chicago next wednesday that reaches chicago around 7 in the evening,(atis_flight),(atis_flight),1,1
Llama-1B,What are the flights between Pittsburgh and Baltimore on August tenth and please give me a list of all the flights between Dallas and Baltimore with their cost?,"(atis_flight, atis_airfare)","(atis_flight, atis_flight#atis_airfare)",0,2
Llama-1B, list the flights that arrive and depart from general mitchell international airport,(atis_flight),(atis_flight),1,1
Llama-1B, from toronto to atlanta in the afternoon,(atis_flight),(atis_flight),1,1
Llama-1B,"Is there a flight leaving from Boston to Atlanta, while I also need to find a plane from Boston to San Francisco on Friday, and is there an airline that services Boston, DC, and Dallas?","(atis_flight, atis_aircraft, atis_airline)","(atis_flight, atis_aircraft, atis_airline)",1,3
Llama-1B,"Show me all flights that arrive in Philadelphia from Baltimore, Denver, or Pittsburgh, then list the number of flights leaving Boston for Dallas Fort Worth before 9 AM in the morning, and check if any airline has an afternoon flight from Atlanta to Boston.","(atis_flight, atis_airline, atis_quantity)","(atis_flight, atis_airline, atis_quantity)",1,3
Llama-1B,"What airline besides Continental flies between Boston and Denver, and show me all flights from Boston to Washington DC on November tenth, including what type of aircraft leaves from Boston to Washington DC at 9 AM.","(atis_airline, atis_flight, atis_aircraft)","(atis_airline, atis_flight, atis_aircraft)",1,3
Llama-1B,"I'd like a flight from Las Vegas to Detroit on Monday, and please show me the round trip tickets from Baltimore to Dallas.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Please list the flights that leave Dallas on Tuesday morning and arrive in Atlanta while showing me the round trip tickets from Baltimore to Atlanta and including information on ground transportation in Atlanta.,"(atis_ground_service, atis_flight, atis_airfare)","(atis_ground_service, atis_flight, atis_airfare)",1,3
Llama-1B,"Show me all nonstop flights between Denver and Oakland leaving after noon and arriving after 5 PM, and also show me the airlines that fly between Toronto and Denver.","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"I'm looking for a flight leaving Denver to Atlanta with a stop in Pittsburgh and would like a ticket for this route; also, can you please tell me the type of aircraft used flying from Atlanta to Denver on Eastern flight 825 leaving at 5:55?","(atis_flight, atis_aircraft, atis_airfare)","(atis_flight, atis_aircraft, atis_airfare)",1,3
Llama-1B,Show me the airlines that fly from Toronto to Boston and find me a flight from Pittsburgh to Los Angeles Thursday evening.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"What is the least expensive flight today from Atlanta to San Francisco, and I would like the flight number and time for the cheapest fare that is the least expensive first class fare from San Francisco to Pittsburgh leaving after 8 PM Monday night.","(atis_flight, atis_flight_no)","(atis_flight, atis_flight_no)",1,2
Llama-1B,"What are the costs of flights from Dallas to Boston tomorrow, and show me the flights leaving from Atlanta for Washington DC on Thursday morning.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,I'd like to find the cheapest one-way fare from Baltimore to Denver and show me flights from Baltimore to Dallas.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, on monday show me flights from baltimore to dallas,(atis_flight),(atis_flight),1,1
Llama-1B, what flights arrive in seattle from on continental,(atis_flight),(atis_flight),1,1
Llama-1B,"Show me all flights from Denver, Philadelphia, or Pittsburgh to Baltimore while also finding the cheapest one-way fare from Boston to Denver.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"Now I'd like a schedule for the flights on Tuesday morning from Dallas Fort Worth to Atlanta, find out the cost of morning flights from Atlanta to Baltimore, and I need to fly from Atlanta to Charlotte, North Carolina next Monday.","(atis_flight_time, atis_airfare, atis_flight)","(atis_flight_time, atis_airfare, atis_flight)",1,3
Llama-1B, okay id like a flight on us air from indianapolis to san diego in the afternoon whats available,(atis_flight),(atis_flight),1,1
Llama-1B,"What kind of airplane goes from Philadelphia to San Francisco on Monday stopping in Dallas in the afternoon for a first class flight, what are the morning flights from Boston to Philadelphia, and show me round trip fares from Denver to Philadelphia.","(atis_aircraft, atis_flight, atis_airfare)","(atis_aircraft, atis_flight, atis_airfare)",1,3
Llama-1B,Please show me airlines with flights from Denver to Boston with a stop in Philadelphia and tell me what the flights are from Denver to San Francisco.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B, i would like to fly from denver to atlanta by way of pittsburgh,(atis_flight),(atis_flight),1,1
Llama-1B,"Could you please tell me what airlines fly between Atlanta and San Francisco, the cheapest flight from Boston to San Francisco, and list the aircraft types that fly between Boston and San Francisco.","(atis_airline, atis_flight, atis_aircraft)","(atis_airline, atis_flight, atis_aircraft)",1,3
Llama-1B, i want a flight from long beach to st louis that stops in dallas,(atis_flight),(atis_flight),1,1
Llama-1B, what flights go from pittsburgh to denver after 2 pm,(atis_flight),(atis_flight),1,1
Llama-1B,"Please list all airline flights between Denver and Boston, include a list of all flights from San Francisco to Pittsburgh on Sunday, and show fares and flights from Denver to Oakland.","(atis_airline, atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_airfare)",1,3
Llama-1B,"What flights are available Wednesday afternoon from Denver to San Francisco, and could you please give me the cost of a round trip flight from Denver to Pittsburgh?","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Show me the airlines that fly from Denver to San Francisco while displaying all the flights from Baltimore to Dallas which leave after 4 PM.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"I would like a flight from Boston to Denver on Monday, and I want to know the cheapest fares for flights from Newark to LA leaving Wednesday after 3 PM.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"What flights are available from Toronto to Philadelphia, and how do I get to Philadelphia downtown from the airport?","(atis_flight, atis_ground_service)","(atis_flight, atis_ground_service)",1,2
Llama-1B,"Show me all the flights from Denver and Miami that arrive in Baltimore around noon, and also show me the lowest fare for a round trip flight from Baltimore to Dallas.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, please list the flights from st paul to kansas city on friday night that serve meals,(atis_flight),(atis_flight),1,1
Llama-1B,"Which Northwest flights stop in Denver before noon, and what is the ground transportation available in Denver?","(atis_flight, atis_ground_service)","(atis_flight, atis_ground_service)",1,2
Llama-1B, does eastern airlines fly early in the morning between logan and bwi,(atis_flight),(atis_flight),1,1
Llama-1B,I would like to see flights from Denver to Philadelphia and round trip air fares from Baltimore to Philadelphia that are less than 1000 dollars.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"I'd like the lowest fare from Denver to Pittsburgh, along with your flights from Pittsburgh to Baltimore, and a list of airlines in Pittsburgh.","(atis_airfare, atis_flight, atis_airline)","(atis_airfare, atis_flight, atis_airline)",1,3
